country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,openfda,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,severity_score
United States,Middlebury,11275 W 250 N,Potential Listeria monocytogenes contamination.,,"2,220,253.9 lbs",All lots in market manufactured from 9/1/2016 to 1/27/2017 and distributed from 9/1/2016 to 2/7/2017.,20170424,"IL, OH, WI, NV, AL, AZ, PA, TN, MI, MN, and IN",IN,Liquid Whey; Bulk.,20170503,Class I,{},"Deutsch Kase Haus, LLC",F-1898-2017,E-Mail,Food,76426,20171005.0,20170205,46540-7708,Voluntary: Firm initiated,Terminated,5
United States,Louisburg,903 N Broadway St,"Bread, muffin, and brownie mixes may have been manufactured with flour contaminated with E. coli O121",,179 bags,Rabbit Creek Products brand: best by Feb 2017 and March 2017  Grandpa's Cheesebarn brand: best by Feb 2017  Patti's 1880's Settlement brand: best by March 2017  Somersvillage brand: best by Feb 2017,20160930,Distributed nationwide to specialty shops and some products were sold online through the firm's website as well as Amazon.,KS,"Cinnamon Swirl Quick Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 16.5oz, UPC 010749008502",20161012,Class I,{},Rabbit Creek Products Inc.,F-2576-2016,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,74890,20180110.0,20160809,66053-3541,Voluntary: Firm initiated,Terminated,5
United States,Ft Lauderdale,6451 N Federal Hwy 101,"Whole Foods Market in Florida recalled certain fresh food items sold in the prepared foods department and one item in the seafood department as they could of been made using raw yellow onions processed by Gill Onions, LLC. Gill Onions, LLC initiated a recall on their product due to possible Listeria monocytogenes contamination.",,UNKNOWN,,20120907,Products were sold directly to the consumers though our Whole Foods Market Retail stores in the state of Florida.,FL,"Gills Onions were used in this product.     The Tuna With Sun-Dried Cranberries & Lemon  is sold at the chef's case, self serve counter, or packaged.    Packaged product is labeled as listed below:    ""***WHOLE FOODS MARKET***TUNA WITH SUN-DRIED CRANBERRIES AND LEMON*** TUNA ( TUNA, WATER, VEGETABLE BROTH (CARROTS & PEAS), SALT), ONIONS....***""",20120919,Class I,{},Ron Stockman Whole Foods,F-2166-2012,Other,Food,62734,20120919.0,20120727,33308,Voluntary: Firm Initiated,Terminated,5
United States,San Diego,1022 W Morena Blvd,Potential Listeria monocytogenes contamination.,,62951 total bars,Lot code: 13717,20170815,US only - to direct accounts and online customers and sample,CA,Bhufit Bar Chocolate Tart Cherry Pistachio;  Vegan Organic Pea Protein  Net Wt. 1.6 oz. (45G),20170823,Class I,{},Laura's Boston Brownies,F-3376-2017,E-Mail,Food,77705,20170908.0,20170614,92110-3919,Voluntary: Firm initiated,Terminated,5
United States,Grand Rapids,463 44th St SE,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before",,1666,All with sell by dates on or before 16-Sep with UPC 301,20121018,MI and OH only.,MI,#301 Creamy Redskin Potato Salad	5 pounds,20121024,Class II,{},Spartan Central Kitchen,F-0258-2013,E-Mail,Food,63159,20130219.0,20120910,49548-4327,Voluntary: Firm initiated,Terminated,3
United States,Westfield,53 Summit Lock Road,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,53 Medieros Way,unknown,"Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",20190724,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York",MA,"DAISY SQUEEZE SOUR CREAM - 14OZ, UPC: 7342001614",20190731,Class II,{},"C & S Wholesale Grocers, Inc.",F-1706-2019,Telephone,Food,83178,20190731.0,20190617,01085-9777,Voluntary: Firm initiated,Terminated,3
United States,St Paul Park,625 2nd St,"One lot of Super moms Roast Beef & Cheddar Melt was mislabeled and did not declare monosodium glutamate, yellow 5, and yellow 6.",,"1,016 units",Enjoy Through 8/19,20161007,Wisconsin and Minnesota.,MN,"Supermoms Kitchen Roast Beef & Cheddar Melt, Net Wt. 3.7 oz (105g).  Keep Refrigerated.  UPC 63913-94236",20161019,Class II,{},Northern Tier Bakery,F-0069-2017,E-Mail,Food,75200,20190822.0,20160814,55071-1807,Voluntary: Firm initiated,Terminated,3
United States,San Francisco,2000 Folsom St,Firm received a positive test result for Salmonella in Coconut Milk powder which was used in the manufacturing on six cake and muffin mixes.,,"3,786 cases (6 units per cse)",Sell by Date: 06/07/2017. Lot codes: 13016A . .    .,20160831,Nationwide to Wal-Mart stores,CA,"JUST Devil's Food Cake Mix;   NET WT 20 oz. (1 lb 4 oz) 567 g);   UPC 8 54829 00643 5.     Ingredients: Muffin Mix: Enriched flours, {bleached (wheat flour, niacin, reduced Iron, thiamine mononitrate, riboflavin, folic acid), unbleached (Wheat flour, malted barley flour, niacin, reduced Iron, thiamine Monocitrate, riboflavin, folic acid), Sugar, Palm Oil., Alkalized Cocoa. . Contains less than 2% of Baking Powder )Sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate) Baking Soda, Citric Acid, Coconut Milk Powder (coconut milk, tapioca syrup), Natural Flavors, Oat Bran, Oat Hull Fiber, Salt, Sodium Aliginate, Sorghum Flour, Soy milk powder, Xanthan Gum.     Blueberry Mix: Blueberries, Water: Crumble Mix: Sugar, Brown Sugar, Maltodextrin, Palm Oil, Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine monocitrate, riboflavin, folic acid), cinnamon, Salt, Natural Flavors:     Contains: Wheat, Soy, Coconut. Bake at 350 degrees for 24-34 minutes depending on pan size. Distributed by Hampton Creek, Inc., San Francisco, CA 94103.",20160907,Class I,{},Hampton Creek Foods,F-2019-2016,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,74833,20161028.0,20160729,94110-1318,Voluntary: Firm initiated,Terminated,5
United States,Forsyth,10203 State Highway 76,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,,6657.39 kg of powder,"Lot #'s: 83274014, 83274015, 83274016, 83274017, 83274018, 83274019, 83274020, 83274021, 83274022, 83274023, 83274025, 83274026, 83274027, 83274028, 83274035, 82426059, and 82426060",20131213,"Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",MO,"Dietary Supplements packaged in the following configurations:   (1) Bulk 6916 Shanghai DigestiveBlend powder, packaged in varying quantities in poly bags within fiber drums (SKU 83274);  (2) Bulk 6916 WEDAR DIGESTIVEBLEND powder, packaged in varying quantities in poly bags within fiber drums (SKU 82426);",20131225,Class II,{},National Enzyme Co,F-0753-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,66658,20150303.0,20131030,65653-5445,Voluntary: Firm initiated,Terminated,3
United States,Kapaa,5915 Olohena Rd,Candy was made using carob powder that is currently under recall by the direct supplier due to potential Salmonella contamination.,Unit H,All,UPC for single truffles: 11386711886    No lot codes or expiry dates,20140825,HI only,HI,"Tiny Isle Chocolate Truffles Spicy Lava: Gluten Free, Raw, Vegan; individual 1 oz. candies,    Tiny Isle  5915 Olohena Road, Unit H  Kapaa, HI 96746",20140903,Class I,{},"Florimont, Inc.",F-2386-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,68994,20141104.0,20140725,96746-7709,Voluntary: Firm initiated,Terminated,5
United States,Columbus,401 N Front St Ste 300,Product may be contaminated with Listeria monocytogenes.,,"Approximately 61,267 total units for all 3 gallon sized products (buckets). Approximately 1,513,227 total units for all pint sized products.","All lots distributed were between July 1, 2013 and April 22, 2015.",20150909,"National: AZ, CA, CO, CT, DE, FL, GA, IA, IN, KY, NH, NY, OH, OR, PA, TX, WA & WI. International: None reported.",OH,"Gooey Buttercake Ice Cream Bucket, 820, Jeni's Splendid Ice Creams, LLC, 3 gallons, plastic bucket, individually packed, frozen.    Gooey Buttercake Ice Cream Pint Case, 720, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, 8 pints per case, frozen.    Gooey Buttercake Ice Cream Pint, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, individually packed, frozen.",20150916,Class I,{},Jeni's Splendid Ice Creams LLC,F-3110-2015,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,71170,20151106.0,20150422,43215-2263,Voluntary: Firm initiated,Terminated,5
United States,Youngstown,965 E Midlothian Blvd,Undeclared eggs.,,"12,642/18 oz/12 count plastic bags","Lot #CAFC8W, Best By Sept 21, Lot #CAFC7B, Best By Sept 20",20131028,"The product was shipped to the following states: IN, MI, NY, OH, PA & WV.",OH,"Schwebel's Golden Rich Bun with Honey, 18 oz plastic bag, 12 count, UPC 0 71319 00083 8 Product labeled in part, ""INGREDIENTS: ENRICHED WHEAT FLOUR***CONTAINS: WHEAT, SOY SCHWEBEL BAKING CO. YOUNGSTOWN, OH 44501""",20131106,Class I,{},Schwebel Baking Company,F-0086-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,66265,20140428.0,20130912,44502-2837,Voluntary: Firm initiated,Terminated,5
United States,Houston,3100 Canal St,Product has potential to be contaminated with Listeria monocytogenes,,24 cases,Use By: 07/25/19 thru 8/20/19,20190916,Nationwide throughout the US,TX,PitaPal Organic Cilantro Jalapeno Hummus  10 oz. UPC 851570003348 packaged in Plastic tub with clear lid with green rim.,20190925,Class I,{},Pita Pal Foods LP,F-2199-2019,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,83343,20200413.0,20190715,77003-1602,Voluntary: Firm initiated,Terminated,5
United States,Concord,4500 Corporate Dr NW,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",,1,SUPC #5018088,20190219,"Product was shipped to GA, NC & SC.",NC,LIGHT COW CHEESE LAUGHING COW BAY BEL¿,20190227,Class II,{},Sysco Charlotte,F-0976-2019,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,81491,,20181101,28027-9603,Voluntary: Firm initiated,Completed,3
United States,Santa Fe Springs,13409 Orden Dr,"Fish Cake items contain possible contaminating undeclared egg, milk and shellfish.",,"25,970 packages",Item number  #92556,20190807,"AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, WA",CA,"Shirakiku FISH CAKE IKA MAKI SK F;  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 4 pcs.  UPC 074410925567    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA",20190814,Class I,{},"Wismettac Asian Foods, INC",F-1977-2019,Letter,Food,83325,20200128.0,20190711,90670-6336,Voluntary: Firm initiated,Terminated,5
United States,Salinas,1250 Hansen St,CFIA sampled one salad product which resulted in a positive result for Listeria monocytogenes.,,471 units,Best if Used by -  10/14/2017  10/15/2017  10/16/2017,20171114,US and Canada,CA,"Mann's Snacking Favorites Honey Turkey Cheddar, 20.3 oz Tray;  UPC - 716519020483- US",20171115,Class I,{},"Mann Packing Company, Inc.",F-0177-2018,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,78326,20171205.0,20171019,93901-4552,Voluntary: Firm initiated,Terminated,5
United States,Milwaukee,726 S 12th St.,"Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",,"1,159,754.46 total pounds, for all varieties",5915 = 11/2/2013 - 11/20/2013,20131202,"CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",WI,"Grandpas Roasted Corn & Black Bean Salsa,  5915		11/2/2013 - 11/20/2013	12 1/5 lb",20131211,Class I,{},"Garden-Fresh Foods, Inc.",F-0677-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,66677,20140313.0,20131030,53204-1211,Voluntary: Firm initiated,Terminated,5
United States,Farmingdale,164 Milbar Blvd,Triceutical Inc. has recalled all dietary supplements due to lack of good manufacturing practices.,,"1,008 bottles","all lot numbers, all expiration dates",20161014,"*Domestic* - FL, NY, PA, *International*- China",NY,Eagle Lecithin soft gels,20161026,Class III,{},Triceutical Inc./Zhang,F-0106-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,69241,20180604.0,20141010,11735-1425,Voluntary: Firm initiated,Terminated,1
United States,Chicago,2501 N Keeler Ave,Product may contain undeclared milk.,,"2,600 lbs",Product #B2ABN1; Lot #WN030717D,20170817,"Nationwide, Mexico, Canada",IL,"B2ABN1,  BATTER MX X1@, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",20170726,Class II,{},Newly Weds Foods Inc,F-3173-2017,Letter,Food,77194,20190805.0,20170503,60639-2131,Voluntary: Firm initiated,Terminated,3
United States,Los Angeles,2332 S Centinela Ave,Individual pouches of Organic Minute Mug Cake Mix Celebration Confetti 4-pack do not declare milk as an allergen. The correct allergen statement is on the outer carton.,,7996 cases (6 cartons per case),"Best by dates: 7/30/19, 9/27/19, 11/18/19 and 11/20/2019.",20181029,"Distributors in CA, TX, OR, AZ, OH, IL, CO, KY, IN, PA, GA",CA,Foodstirs Modern Baking;  Organic Minute Mug Cake Mix Celebration Confetti - 4 - 2.54 oz. (72g) Pouches per carton -Carton  Net Wt. 10.16 oz. (288g)    Carton UPC; 816524 02789  Master case UPC: 816524 020796,20181107,Class II,{},FOODSTIRS,F-0075-2019,Letter,Food,81268,20181107.0,20181011,90064-1071,Voluntary: Firm initiated,Terminated,3
United States,Ann Arbor,3711 Plaza Dr Ste 5,"Zingerman's BAKEHOUSE pastry labels were found  not identifying the source of butter and cream ingredients as milk; the source of flour as wheat, and lacking identity of soy allergen found in products.",,1.25 lb,none,20121204,Michigan and Ohio,MI,Zingerman's Bakehouse Olive Oil Cake Net wt. 1.25 lb,20121212,Class II,{},"Zingerman's Bakehouse, Inc.",F-0781-2013,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,63640,20130201.0,20121102,48108-1680,Voluntary: Firm initiated,Terminated,3
United States,Seattle,1714  N 44th St,"Ice Cream Bars/Pops are recalled due to the potential to be contaminated with Listeria monocytogenes.  These products contain an ice cream based ingredient that was manufactured and recalled by Snoqualmie Gourmet Ice Cream, Inc.",,23 pops,Product is not coded.,20150406,Product was distributed in Washington state.,WA,"Arroz con Leche Frozen Pops, 4.0 fl oz. frozen pop is individually packaged in a sealed plastic bag; 24 pops/case.  Product is labeled in part,  ""***rice, cinnamon, vanilla, cream, milk, skim milk powder, non-gmo cane sugar, less than 0.4% stabilizer (carob bean gum, guar gum, soy lecithin, carrageenan)***Seattle Pops PO Box 31285 Seattle, WA 98103***"".    No UPC code.",20150415,Class I,{},Seattle Pops,F-1888-2015,E-Mail,Food,70153,20150414.0,20141223,98103,Voluntary: Firm initiated,Terminated,5
United States,Los Angeles,6130 Avalon Blvd # 123,"California Department of Public Health Inspection found that the allergen, coconut, was not declared on the label",,"2,762 sellable units - total all varieties","1000, 1001, 1003, 1004, 1005, 1006, 1007, 1008, 1009,  1010, 1011, 1012, 1013, 1014",20190816,"Nationwide and Canada, Australia, France, Great Britain and Mexico",CA,"Keto Farms Keto Snack Mix - Tomato Pepperjack    Fruit & Cheese Mix with Sprouted Pecans & Walnuts;  Net Wt. 95 g (3.34 oz.    Ingredients: Monterey Jack Cheese with Jalapeno Peppers, (Pasteurized Milk, Jalapeno Peppers, Cheese Culture, Salt, Enzymes), Sprouted Organic Walnuts, Sprouted Transitional Almonds, Grape Tomatoes, MCT Oil, Cold Water Sea Salt.    Contains: Dairy (milk), Tree Nuts    Made in USA:    Distributed by: Keto Farms, Venice, CA 90291",20190828,Class II,{},Keto Farms LLC,F-2058-2019,E-Mail,Food,83534,20191121.0,20190808,90003-1633,Voluntary: Firm initiated,Terminated,3
United States,San Leandro,1815 Williams St,"The product has been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",,not provided,Code number OYS0300,20120615,Restaurants in Northern Ca only.,CA,"Oyster Frozen Half Shell;  144 Pc/CS  Processed by:  Dai One Food Co., LTD  #150 Jun-RI, Sanyang-UP  Tongyeong-City  Kyungsangnam-DO.    to:  Khee Trading, Vernon, CA 90058.",20120627,Class II,{},True World Foods San Francisco LLC.,F-1437-2012,Letter,Food,62303,20120713.0,20120613,94577-2301,Voluntary: Firm Initiated,Terminated,3
United States,Boulder,6325 Gunpark Dr,Simply Delicious is recalling Lemon Poppyseed bars because they were mispackaged with Coconut bars.,,142 Cases,Lot Number: MR0203 Best Buy: 11/02/2016,20160526,"Nationwide CA, CO, ID, MD, MN, OR, TN, TX, and WA.  No foreign or military/govt/VA consignees.",CO,"Bobo's Oat Bars, Gluten Free, Lemon Poppyseed, Net Weight 3 oz (85g), packaged in clear plastic, 12 bars per sleeve, also sold as individual units. Manufactured by Simply Delicious, Inc.",20160601,Class II,{},Simply Delicious Inc.,F-1403-2016,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,74069,20160919.0,20160505,80301-3592,Voluntary: Firm initiated,Terminated,3
United States,Tacoma,3911 S 56th St,"Northern Fish Products is recalling hot smoked salmon, black cod, steelhead, and trout, with the exception of hot jerky salmon and jerky salmon due to undeclared soy.",,"28,487 lbs.(total)","E1016, E1116, E1216, E1316, E1616, E1716, E1816, E1916, E2016, E2316, E2416, E2516, E2616, E2716, E3016, E3116, F0116, F0216, F0316, F0616, F0716, F0816, F0916, F1016, F1316, F1416, F1516, F1616, F1716, F2016, F2916, F3016, G0116, G0416, G0516, G0616, G0716, G0816, G1116, G1216, G1316, G1416, G1516, G1816, G1916, G2016, G2116, G2216,  G2516, G2616, G2716, G2816, G2916, H0116, H0216, H0316, H0416, H0516, H0816, H0916,  F2116, F2216, F2316, F2416, F2716, and F2816.    A through L represent the Month (January through December); The first 2 digits represent the day of the month; the second two digits represent the year.",20161220,"Washington, Oregon, Idaho, Montana, Nebraska, Military commissaries",WA,PREMIUM SMOKED SALMON  UPC 7 02772 00564 0    Packaged in a 5 lb case 20/4oz vacuum packaged per case. Cardboard type label is folded over and affixed to the top of the package.  Sell by date is marked on the label by the consignee.,20161228,Class II,{},"Northern Fish Products, Inc.",F-0826-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,75699,20170131.0,20161110,98409-2607,Voluntary: Firm initiated,Terminated,3
United States,New Bern,3914 Us Highway 70 E Ste E,Undeclared Allergens; Soy and Milk.,,,"Lot number: 69205,  UPC Code, 783521095013",20151028,"AE, AZ, CA, CO, CT, DC, FL, IL,  IN, KY, KS, MA, MD, MI, MO, NC, NE, NV, NY, OH, OK, OR, PA, TN, UT, VT, WA, WI and WY.",NC,"American Pure Whey, Whey Protein Matrix Vanilla flavor, 2 lb. and 5 lb. containers, Manufactured by American Pure Whey, Vanceboro, NC.",20151104,Class I,{},American Pure Whey,F-0121-2016,E-Mail,Food,72371,20170124.0,20151006,28560-7000,Voluntary: Firm initiated,Terminated,5
United States,Grand Rapids,463 44th St SE,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo",,294,All products with the sell by dates on or before September 17th.,20121018,MI and OH only.,MI,#380 2 lb Hearty Mac & Beef	2 pounds,20121024,Class II,{},Spartan Central Kitchen,F-0206-2013,E-Mail,Food,63159,20130219.0,20120910,49548-4327,Voluntary: Firm initiated,Terminated,3
United States,San Francisco,2000 Folsom St,Firm received a positive test result for Salmonella in Coconut Milk powder which was used in the manufacturing on six cake and muffin mixes.,,"2,421cases (2 x 20 oz box per case)",Sell by Date: 05/25/2017;  Lot codes: 11616; 13016-B.,20160831,Nationwide to Wal-Mart stores,CA,"JUST White Cake Mix;  NET WT 20 oz. (1 lb 4 oz) 567 g);  UPC 8 54829 00688 6.    Ingredients: Enriched flours, {bleached (wheat flour, niacin, reduced Iron, thiamine mononitrate, riboflavin, folic acid), unbleached (Wheat flour,  malted barley flour, niacin, reduced Iron, thiamine mononitrate, riboflavin, folic acid), Sugar Palm Oil, Contains less than 2% of Baking Powder (sodium acid Pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate), Baking Soda, Citric acid, Coconut Milk Powder (coconut milk, tapioca  syrup), }, Natural Flavors, Oat Bran, Oat Hull Fiber, Salt, Sodium Aliginate, Sorghum Flour, Soy Milk Powder, X.an than Gum.    Contains: Wheat, Soy, Coconut.  Bake 350 degrees 24-26 minutes depending on pan size.  Distributed by Hampton Creek, Inc., San Francisco, CA 94103.",20160907,Class I,{},Hampton Creek Foods,F-2034-2016,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,74833,20161028.0,20160729,94110-1318,Voluntary: Firm initiated,Terminated,5
United States,Oakbrook Ter,1 Tower Ln,"During an internal audit at the manufacturing location, it was discovered that finished product had been released on numerous occasions after receiving presumptive positive test results for Listeria monocytogenes and Salmonella; confirmation was not conducted.",,"7,219 cases","All products shipped on or after January 1, 2016   Batch numbers:  1002316290  1002507410  1002549983  1002563270  1001628780  1001657036  1001701452  1002635170",20181029,"US and Canada,  China, Korea and Mexico",IL,Fire-Roasted Home-Style Green Pepper Strips;:    Sold in 20 lb.  containers. Brand Name: Jon-Lin¿,20181031,Class II,{},McCain Foods USA,F-0322-2019,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,81281,20191101.0,20181013,60181-4671,Voluntary: Firm initiated,Terminated,3
United States,Petaluma,1650 Corporate Cir,Notified by supplier of spinach that product showing the presence of Listeria Monocytogenes was erroneously shipped and used in further manufacturing of products.,,2093 cases - UK only,Item number 000856  Lot codes: 30-B095;    Item Number 000814F - Canadian distribution:  Lot Code: 30-B045.,20150602,"Nationwide and to Canada, Japan, Philippines and United Kingdom.",CA,"Amy's Gluten Free Vegetable Lasagna, 4.7 oz. 6 boxes per case.      Amy Kitchen, Petaluma, CA",20150610,Class II,{},Amys Kitchen Inc,F-2363-2015,Press Release,Food,70806,20150805.0,20150322,94954,Voluntary: Firm initiated,Terminated,3
United States,Portland,2170 N Lewis Ave Ste 250,"Kraken Kratom, Phytoextractum, and Soul Speciosa RED VEin Kratom Capsule are recalled due to potential contamination with Salmonella.",,"10,210 packages","The lot code represents the day packaged.  The first four digits are the year, followed by two digits for the month, followed by two digits for the day.     LOT 20171201  LOT 20171202  LOT 20171203  LOT 20171204  LOT 20171205  LOT 20171206  LOT 20171207  LOT 20171208  LOT 20171209  LOT 20171210  LOT 20171211  LOT 20171212  LOT 20171213  LOT 20171214  LOT 20171215  LOT 20171216  LOT 20171217  LOT 20171218  LOT 20171219  LOT 20171220  LOT 20171221  LOT 20171222  LOT 20171223  LOT 20171224  LOT 20171225  LOT 20171226  LOT 20171227  LOT 20171228  LOT 20171229  LOT 20171230  LOT 20171231  LOT 20180101  LOT 20180102  LOT 20180103  LOT 20180104  LOT 20180105  LOT 20180106  LOT 20180107  LOT 20180108  LOT 20180109  LOT 20180110  LOT 20180111  LOT 20180112  LOT 20180113  LOT 20180114  LOT 20180115  LOT 20180116  LOT 20180117  LOT 20180118  LOT 20180119  LOT 20180120  LOT 20180121  LOT 20180122  LOT 20180122  LOT 20180124  LOT 20180125  LOT 20180126  LOT 20180127  LOT 20180128  LOT 20180129  LOT 20180130  LOT 20180131  LOT 20180201  LOT 20180202  LOT 20180203  LOT 20180204  LOT 20180205  LOT 20180206  LOT 20180207  LOT 20180208  LOT 20180209  LOT 20180210  LOT 20180211  LOT 20180212  LOT 20180213  LOT 20180214  LOT 20180215  LOT 20180216  LOT 20180217  LOT 20180218  LOT 20180219  LOT 20180220  LOT 20180221  LOT 20180222  LOT 20180223  LOT 20180224  LOT 20180225  LOT 20180226  LOT 20180227  LOT 20180228  LOT 20180301  LOT 20180302  LOT 20180303  LOT 20180304  LOT 20180305  LOT 20180306  LOT 20180307  LOT 20180308",20180604,distributed throughout the U.S.,OR,"RED Kratom CAPSULES, sold under brand names Kraken Kratom, Phytoextractum, and Soul Speciosa.     The capsules are packaged in plastic heat sealed pouches. Each package sold in 28 grams (1 ounce), 56 grams (2 ounces), 112 grams (4 ounces).  The varieties under each brand include:    Kraken Kratom	Red Maeng Da Capsules  Phytoextractum	Red Maeng Da Thai Capsules  Soul Speciosa	        Red Maeng Da Capsules",20180328,Class I,{},Pdx Aromatics,F-1528-2018,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,79480,20180913.0,20180309,97227-1708,Voluntary: Firm initiated,Terminated,5
United States,Kapaa,5915 Olohena Rd,Candy was made using carob powder that is currently under recall by the direct supplier due to potential Salmonella contamination.,Unit H,ALL,UPC 011386071157No lot codes or expiry dates,20140825,HI only,HI,"Tiny Isle Original Fudge, 2 oz.; Organic-Raw- Gluten Free;  Ingredients: Cacao powder, coconut oil. agave nectar, carob powder, vanilla, sea salt.  Keep cold.    Tiny Isle  5915 Olohena Road, Unit H  Kapaa, HI 96746",20140903,Class I,{},"Florimont, Inc.",F-2380-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,68994,20141104.0,20140725,96746-7709,Voluntary: Firm initiated,Terminated,5
United States,New York,1251 Avenue of the Americas Fl 34,Listeria monocytogenes contamination,,2 cases/9.7lb/4.85lb per unit,Product number: Art.-Nr. 702084MHD 22.02.2017,20170223,"CA, NY & MA thru four retail stores",NY,"Tomme Brebis Fedou, Net Wt. 9.7lb (case)/Net Wt 4.85 lb per unit, Item number 702084",20170301,Class I,{},FROMI USA CORP C/O NATIXIS PRAME,F-1534-2017,E-Mail,Food,76366,20180625.0,20161221,10020-1104,Voluntary: Firm initiated,Terminated,5
United States,Whitsett,6532 Judge Adams Rd,May contain undeclared almonds.,,544 units,"Lot Numbers: 10276101, 10279101, 10283101, 10278101, 10280101, 10282101, 10285101; UPC: 7-17524-77501-6 and 7-17524-77512-2",20151118,"US distribution in retail stores in the states: NC, SC, and VA",NC,Fresco Fresh Banana Strawberry Yogurt Parfait Net Wt. 6.5 oz. packaged in clear plastic tub.,20151125,Class I,{},Del Monte Fresh Produce N.A.,F-0220-2016,Press Release,Food,72422,20161116.0,20151014,27377-9630,Voluntary: Firm initiated,Terminated,5
United States,Brooklyn,47 Bridgewater St # 57,The product is an acidified food without a registered manufacturer and scheduled process,,56 cartons x 40 retail packages x 80 g,MFD:07.01.2016  EXP:03.30.2017,20161207,"FL, GA, IN, IL, MD, MA, VA, TX & MN",NY,"Dai Yu, 80g, Hairtail, NET WT: 2.8 oz (80g), Item #D526",20161214,Class II,{},Midwest International Corp,F-0613-2017,FAX,Food,75773,20180620.0,20161123,11222-3820,Voluntary: Firm initiated,Terminated,3
United States,Parsippany,399 Jefferson Rd,Potential for Listeria monocytogenes contamination,,8344 units,ALL,20170605,Nationwide,NJ,"AUNT JEMIMA(R) MiNi pancakes, MAPLE BLAST, NET WT 3.2 OZ, UPC 001960043563",20170614,Class II,{},"Pinnacle Foods, LLC",F-2307-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,77197,20170505.0,07054-3707,Voluntary: Firm initiated,Completed,,3
